unit,n_portion,sex,age,country,time,value
PC,0,T,Y15-64,FR,2014 ,40.1
PC,0,T,Y15-64,HR,2014 ,28.0
PC,0,T,Y15-64,HU,2014 ,36.3
PC,0,T,Y15-64,IE,2014 ,34.2
PC,0,T,Y15-64,IS,2014 ,34.8
PC,0,T,Y15-64,IT,2014 ,26.1
PC,0,T,Y15-64,LT,2014 ,40.3
PC,0,T,Y15-64,LU,2014 ,38.9
PC,0,T,Y15-64,LV,2014 ,48.4
PC,0,T,Y15-64,MT,2014 ,37.9
PC,0,T,Y15-64,NL,2014 ,51.1
PC,0,T,Y15-64,NO,2014 ,34.1
PC,0,T,Y15-64,PL,2014 ,33.4
PC,0,T,Y15-64,PT,2014 ,23.0
PC,0,T,Y15-64,RO,2014 ,64.8
PC,0,T,Y15-64,RS,2014 ,
PC,0,T,Y15-64,SE,2014 ,38.6
PC,0,T,Y15-64,SI,2014 ,30.8
PC,0,T,Y15-64,SK,2014 ,46.8
PC,0,T,Y15-64,TR,2014 ,33.7
PC,0,T,Y15-64,UK,2014 ,23.2
PC,0,T,Y20-24,AT,2014 ,41.3
PC,0,T,Y20-24,BE,2014 ,23.2
PC,0,T,Y20-24,BG,2014 ,62.3
PC,0,T,Y20-24,CY,2014 ,44.7
PC,0,T,Y20-24,CZ,2014 ,50.4
PC,0,T,Y20-24,DE,2014 ,60.4
PC,0,T,Y20-24,DK,2014 ,51.2
PC,0,T,Y20-24,EE,2014 ,46.8
PC,0,T,Y20-24,EL,2014 ,43.6
PC,0,T,Y20-24,ES,2014 ,40.9
PC,0,T,Y20-24,EU28,2014 ,46.3
PC,0,T,Y20-24,FI,2014 ,43.8
PC,0,T,Y20-24,FR,2014 ,53.8
PC,0,T,Y20-24,HR,2014 ,32.6
PC,0,T,Y20-24,HU,2014 ,38.7
PC,0,T,Y20-24,IE,2014 ,44.0
PC,0,T,Y20-24,IS,2014 ,37.1
PC,0,T,Y20-24,IT,2014 ,35.8
PC,0,T,Y20-24,LT,2014 ,42.6
PC,0,T,Y20-24,LU,2014 ,41.6
PC,0,T,Y20-24,LV,2014 ,55.9
PC,0,T,Y20-24,MT,2014 ,43.3
PC,0,T,Y20-24,NL,2014 ,59.9
PC,0,T,Y20-24,NO,2014 ,42.9
PC,0,T,Y20-24,PL,2014 ,38.5
PC,0,T,Y20-24,PT,2014 ,36.7
PC,0,T,Y20-24,RO,2014 ,62.3
PC,0,T,Y20-24,SE,2014 ,45.4
PC,0,T,Y20-24,SI,2014 ,38.4
PC,0,T,Y20-24,SK,2014 ,51.1
PC,0,T,Y20-24,TR,2014 ,38.1
PC,0,T,Y20-24,UK,2014 ,29.3
PC,0,T,Y25-29,AT,2014 ,35.0
PC,0,T,Y25-29,BE,2014 ,24.5
PC,0,T,Y25-29,BG,2014 ,59.1
PC,0,T,Y25-29,CY,2014 ,41.8
PC,0,T,Y25-29,CZ,2014 ,44.6
PC,0,T,Y25-29,DE,2014 ,59.5
PC,0,T,Y25-29,DK,2014 ,40.7
PC,0,T,Y25-29,EE,2014 ,36.6
PC,0,T,Y25-29,EL,2014 ,41.0
PC,0,T,Y25-29,ES,2014 ,35.0
PC,0,T,Y25-29,EU28,2014 ,43.4
PC,0,T,Y25-29,FI,2014 ,42.3
PC,0,T,Y25-29,FR,2014 ,52.8
PC,0,T,Y25-29,HR,2014 ,33.4
PC,0,T,Y25-29,HU,2014 ,40.6
PC,0,T,Y25-29,IE,2014 ,37.5
PC,0,T,Y25-29,IS,2014 ,32.2
PC,0,T,Y25-29,IT,2014 ,34.1
PC,0,T,Y25-29,LT,2014 ,39.5
PC,0,T,Y25-29,LU,2014 ,48.0
PC,0,T,Y25-29,LV,2014 ,50.5
PC,0,T,Y25-29,MT,2014 ,42.3
PC,0,T,Y25-29,NL,2014 ,56.8
PC,0,T,Y25-29,NO,2014 ,36.7
PC,0,T,Y25-29,PL,2014 ,35.8
PC,0,T,Y25-29,PT,2014 ,31.0
PC,0,T,Y25-29,RO,2014 ,62.2
PC,0,T,Y25-29,SE,2014 ,45.5
PC,0,T,Y25-29,SI,2014 ,37.2
PC,0,T,Y25-29,SK,2014 ,48.7
PC,0,T,Y25-29,TR,2014 ,34.8
PC,0,T,Y25-29,UK,2014 ,24.3
PC,0,T,Y25-34,AT,2014 ,35.6
PC,0,T,Y25-34,BE,2014 ,23.1
PC,0,T,Y25-34,BG,2014 ,60.8
PC,0,T,Y25-34,CY,2014 ,40.3
PC,0,T,Y25-34,CZ,2014 ,45.2
PC,0,T,Y25-34,DE,2014 ,58.1
PC,0,T,Y25-34,DK,2014 ,39.3
PC,0,T,Y25-34,EE,2014 ,36.6
PC,0,T,Y25-34,EL,2014 ,41.8
PC,0,T,Y25-34,ES,2014 ,33.8
PC,0,T,Y25-34,EU27_2020,2014 ,44.1
PC,0,T,Y25-34,EU28,2014 ,41.6
PC,0,T,Y25-34,FI,2014 ,43.3
PC,0,T,Y25-34,FR,2014 ,48.3
PC,0,T,Y25-34,HR,2014 ,31.1
PC,0,T,Y25-34,HU,2014 ,39.4
PC,0,T,Y25-34,IE,2014 ,33.9
PC,0,T,Y25-34,IS,2014 ,32.8
PC,0,T,Y25-34,IT,2014 ,32.4
PC,0,T,Y25-34,LT,2014 ,39.1
PC,0,T,Y25-34,LU,2014 ,46.9
PC,0,T,Y25-34,LV,2014 ,51.8
PC,0,T,Y25-34,MT,2014 ,43.6
PC,0,T,Y25-34,NL,2014 ,53.6
PC,0,T,Y25-34,NO,2014 ,35.8
PC,0,T,Y25-34,PL,2014 ,35.5
PC,0,T,Y25-34,PT,2014 ,28.6
PC,0,T,Y25-34,RO,2014 ,62.5
PC,0,T,Y25-34,RS,2014 ,
PC,0,T,Y25-34,SE,2014 ,42.2
PC,0,T,Y25-34,SI,2014 ,35.8
PC,0,T,Y25-34,SK,2014 ,47.2
PC,0,T,Y25-34,TR,2014 ,34.9
PC,0,T,Y25-34,UK,2014 ,23.3
PC,0,T,Y25-64,AT,2014 ,33.2
PC,0,T,Y25-64,BE,2014 ,16.4
PC,0,T,Y25-64,BG,2014 ,58.5
PC,0,T,Y25-64,CY,2014 ,32.5
PC,0,T,Y25-64,CZ,2014 ,44.9
PC,0,T,Y25-64,DE,2014 ,49.9
PC,0,T,Y25-64,DK,2014 ,36.1
PC,0,T,Y25-64,EE,2014 ,33.8
PC,0,T,Y25-64,EL,2014 ,34.7
PC,0,T,Y25-64,ES,2014 ,25.8
PC,0,T,Y25-64,EU27_2020,2014 ,37.7
PC,0,T,Y25-64,EU28,2014 ,35.9
PC,0,T,Y25-64,FI,2014 ,43.1
PC,0,T,Y25-64,FR,2014 ,37.5
PC,0,T,Y25-64,HR,2014 ,27.5
PC,0,T,Y25-64,HU,2014 ,35.4
PC,0,T,Y25-64,IE,2014 ,32.0
PC,0,T,Y25-64,IS,2014 ,34.2
PC,0,T,Y25-64,IT,2014 ,24.3
PC,0,T,Y25-64,LT,2014 ,40.0
PC,0,T,Y25-64,LU,2014 ,37.9
PC,0,T,Y25-64,LV,2014 ,47.6
PC,0,T,Y25-64,MT,2014 ,35.6
PC,0,T,Y25-64,NL,2014 ,49.1
PC,0,T,Y25-64,NO,2014 ,31.6
PC,0,T,Y25-64,PL,2014 ,32.6
PC,0,T,Y25-64,PT,2014 ,20.1
PC,0,T,Y25-64,RO,2014 ,65.3
PC,0,T,Y25-64,SE,2014 ,37.9
PC,0,T,Y25-64,SI,2014 ,29.4
PC,0,T,Y25-64,SK,2014 ,46.4
PC,0,T,Y25-64,TR,2014 ,32.4
PC,0,T,Y25-64,UK,2014 ,22.3
PC,0,T,Y35-44,AT,2014 ,35.9
PC,0,T,Y35-44,BE,2014 ,15.7
PC,0,T,Y35-44,BG,2014 ,57.2
PC,0,T,Y35-44,CY,2014 ,33.9
PC,0,T,Y35-44,CZ,2014 ,46.5
PC,0,T,Y35-44,DE,2014 ,51.4
PC,0,T,Y35-44,DK,2014 ,35.3
PC,0,T,Y35-44,EE,2014 ,33.6
PC,0,T,Y35-44,EL,2014 ,42.1
PC,0,T,Y35-44,ES,2014 ,30.0
PC,0,T,Y35-44,EU27_2020,2014 ,39.4
PC,0,T,Y35-44,EU28,2014 ,37.6
PC,0,T,Y35-44,FI,2014 ,48.1
PC,0,T,Y35-44,FR,2014 ,41.6
PC,0,T,Y35-44,HR,2014 ,30.8
PC,0,T,Y35-44,HU,2014 ,38.1
PC,0,T,Y35-44,IE,2014 ,31.5
PC,0,T,Y35-44,IS,2014 ,38.0
PC,0,T,Y35-44,IT,2014 ,26.9
PC,0,T,Y35-44,LT,2014 ,43.1
PC,0,T,Y35-44,LU,2014 ,39.9
PC,0,T,Y35-44,LV,2014 ,45.5
PC,0,T,Y35-44,MT,2014 ,34.5
PC,0,T,Y35-44,NL,2014 ,51.5
PC,0,T,Y35-44,NO,2014 ,33.8
PC,0,T,Y35-44,PL,2014 ,32.2
PC,0,T,Y35-44,PT,2014 ,21.6
PC,0,T,Y35-44,RO,2014 ,66.1
PC,0,T,Y35-44,RS,2014 ,
PC,0,T,Y35-44,SE,2014 ,37.9
PC,0,T,Y35-44,SI,2014 ,33.5
PC,0,T,Y35-44,SK,2014 ,47.2
PC,0,T,Y35-44,TR,2014 ,33.5
PC,0,T,Y35-44,UK,2014 ,22.5
PC,0,T,Y45-54,AT,2014 ,32.9
PC,0,T,Y45-54,BE,2014 ,15.2
PC,0,T,Y45-54,BG,2014 ,59.3
PC,0,T,Y45-54,CY,2014 ,28.0
PC,0,T,Y45-54,CZ,2014 ,44.4
PC,0,T,Y45-54,DE,2014 ,50.2
PC,0,T,Y45-54,DK,2014 ,34.9
PC,0,T,Y45-54,EE,2014 ,32.8
PC,0,T,Y45-54,EL,2014 ,33.9
PC,0,T,Y45-54,ES,2014 ,21.8
PC,0,T,Y45-54,EU27_2020,2014 ,36.5
PC,0,T,Y45-54,EU28,2014 ,35.0
PC,0,T,Y45-54,FI,2014 ,43.0
PC,0,T,Y45-54,FR,2014 ,34.9
PC,0,T,Y45-54,HR,2014 ,27.7
PC,0,T,Y45-54,HU,2014 ,33.9
PC,0,T,Y45-54,IE,2014 ,31.5
PC,0,T,Y45-54,IS,2014 ,34.0
PC,0,T,Y45-54,IT,2014 ,22.3
PC,0,T,Y45-54,LT,2014 ,39.9
PC,0,T,Y45-54,LU,2014 ,34.3
PC,0,T,Y45-54,LV,2014 ,46.8
PC,0,T,Y45-54,MT,2014 ,35.9
PC,0,T,Y45-54,NL,2014 ,50.1
PC,0,T,Y45-54,NO,2014 ,29.9
PC,0,T,Y45-54,PL,2014 ,32.7
PC,0,T,Y45-54,PT,2014 ,16.8
PC,0,T,Y45-54,RO,2014 ,66.2
PC,0,T,Y45-54,RS,2014 ,
PC,0,T,Y45-54,SE,2014 ,37.3
PC,0,T,Y45-54,SI,2014 ,29.3
PC,0,T,Y45-54,SK,2014 ,46.4
PC,0,T,Y45-54,TR,2014 ,31.1
PC,0,T,Y45-54,UK,2014 ,22.9
PC,0,T,Y45-64,AT,2014 ,30.8
PC,0,T,Y45-64,BE,2014 ,13.8
PC,0,T,Y45-64,BG,2014 ,58.2
PC,0,T,Y45-64,CY,2014 ,26.3
PC,0,T,Y45-64,CZ,2014 ,43.7
PC,0,T,Y45-64,DE,2014 ,45.9
PC,0,T,Y45-64,DK,2014 ,35.0
PC,0,T,Y45-64,EE,2014 ,32.4
PC,0,T,Y45-64,EL,2014 ,27.3
PC,0,T,Y45-64,ES,2014 ,19.3
PC,0,T,Y45-64,EU27_2020,2014 ,33.9
PC,0,T,Y45-64,EU28,2014 ,32.5
PC,0,T,Y45-64,FI,2014 ,40.9
PC,0,T,Y45-64,FR,2014 ,30.2
PC,0,T,Y45-64,HR,2014 ,24.5
PC,0,T,Y45-64,HU,2014 ,31.9
PC,0,T,Y45-64,IE,2014 ,31.2
PC,0,T,Y45-64,IS,2014 ,33.0
PC,0,T,Y45-64,IT,2014 ,20.0
PC,0,T,Y45-64,LT,2014 ,38.9
PC,0,T,Y45-64,LU,2014 ,32.0
PC,0,T,Y45-64,LV,2014 ,46.4
PC,0,T,Y45-64,MT,2014 ,31.8
PC,0,T,Y45-64,NL,2014 ,46.0
PC,0,T,Y45-64,NO,2014 ,28.1
PC,0,T,Y45-64,PL,2014 ,31.3
PC,0,T,Y45-64,PT,2014 ,15.5
PC,0,T,Y45-64,RO,2014 ,66.4
PC,0,T,Y45-64,RS,2014 ,
PC,0,T,Y45-64,SE,2014 ,35.6
PC,0,T,Y45-64,SI,2014 ,24.3
PC,0,T,Y45-64,SK,2014 ,45.6
PC,0,T,Y45-64,TR,2014 ,29.5
PC,0,T,Y45-64,UK,2014 ,21.6
PC,0,T,Y55-64,AT,2014 ,28.1
PC,0,T,Y55-64,BE,2014 ,12.1
PC,0,T,Y55-64,BG,2014 ,57.2
PC,0,T,Y55-64,CY,2014 ,24.3
PC,0,T,Y55-64,CZ,2014 ,43.1
PC,0,T,Y55-64,DE,2014 ,40.3
PC,0,T,Y55-64,DK,2014 ,35.1
PC,0,T,Y55-64,EE,2014 ,32.0
PC,0,T,Y55-64,EL,2014 ,19.8
PC,0,T,Y55-64,ES,2014 ,16.1
PC,0,T,Y55-64,EU27_2020,2014 ,30.8
PC,0,T,Y55-64,EU28,2014 ,29.7
PC,0,T,Y55-64,FI,2014 ,38.9
PC,0,T,Y55-64,FR,2014 ,25.0
PC,0,T,Y55-64,HR,2014 ,21.2
PC,0,T,Y55-64,HU,2014 ,30.0
PC,0,T,Y55-64,IE,2014 ,30.8
PC,0,T,Y55-64,IS,2014 ,31.9
PC,0,T,Y55-64,IT,2014 ,17.1
PC,0,T,Y55-64,LT,2014 ,37.8
PC,0,T,Y55-64,LU,2014 ,28.8
PC,0,T,Y55-64,LV,2014 ,45.9
PC,0,T,Y55-64,MT,2014 ,27.7
PC,0,T,Y55-64,NL,2014 ,41.3
PC,0,T,Y55-64,NO,2014 ,26.1
PC,0,T,Y55-64,PL,2014 ,30.1
PC,0,T,Y55-64,PT,2014 ,14.1
PC,0,T,Y55-64,RO,2014 ,66.6
PC,0,T,Y55-64,RS,2014 ,
PC,0,T,Y55-64,SE,2014 ,33.7
PC,0,T,Y55-64,SI,2014 ,19.0
PC,0,T,Y55-64,SK,2014 ,44.7
PC,0,T,Y55-64,TR,2014 ,27.3
PC,0,T,Y55-64,UK,2014 ,20.0
PC,0,T,Y65-74,AT,2014 ,24.2
PC,0,T,Y65-74,BE,2014 ,8.7
PC,0,T,Y65-74,BG,2014 ,58.5
PC,0,T,Y65-74,CY,2014 ,20.0
PC,0,T,Y65-74,CZ,2014 ,48.0
PC,0,T,Y65-74,DE,2014 ,30.3
PC,0,T,Y65-74,DK,2014 ,30.5
PC,0,T,Y65-74,EE,2014 ,29.0
PC,0,T,Y65-74,EL,2014 ,14.3
PC,0,T,Y65-74,ES,2014 ,12.8
PC,0,T,Y65-74,EU27_2020,2014 ,25.4
PC,0,T,Y65-74,EU28,2014 ,24.1
PC,0,T,Y65-74,FI,2014 ,35.0
PC,0,T,Y65-74,FR,2014 ,16.0
PC,0,T,Y65-74,HR,2014 ,22.8
PC,0,T,Y65-74,HU,2014 ,20.1
PC,0,T,Y65-74,IE,2014 ,29.3
PC,0,T,Y65-74,IS,2014 ,35.7
PC,0,T,Y65-74,IT,2014 ,13.5
PC,0,T,Y65-74,LT,2014 ,42.4
PC,0,T,Y65-74,LU,2014 ,20.4
PC,0,T,Y65-74,LV,2014 ,47.1
PC,0,T,Y65-74,MT,2014 ,26.0
PC,0,T,Y65-74,NL,2014 ,30.0
PC,0,T,Y65-74,NO,2014 ,18.6
PC,0,T,Y65-74,PL,2014 ,30.4
PC,0,T,Y65-74,PT,2014 ,13.4
PC,0,T,Y65-74,RO,2014 ,64.0
PC,0,T,Y65-74,RS,2014 ,
PC,0,T,Y65-74,SE,2014 ,30.7
PC,0,T,Y65-74,SI,2014 ,12.6
PC,0,T,Y65-74,SK,2014 ,43.6
PC,0,T,Y65-74,TR,2014 ,32.4
PC,0,T,Y65-74,UK,2014 ,14.2
PC,0,T,Y_GE18,AT,2014 ,31.7
PC,0,T,Y_GE18,BE,2014 ,15.6
PC,0,T,Y_GE18,BG,2014 ,58.8
PC,0,T,Y_GE18,CY,2014 ,32.3
PC,0,T,Y_GE18,CZ,2014 ,46.1
PC,0,T,Y_GE18,DE,2014 ,45.0
PC,0,T,Y_GE18,DK,2014 ,37.5
PC,0,T,Y_GE18,EE,2014 ,34.6
PC,0,T,Y_GE18,EL,2014 ,30.0
PC,0,T,Y_GE18,ES,2014 ,24.4
PC,0,T,Y_GE18,EU27_2020,2014 ,35.6
PC,0,T,Y_GE18,EU28,2014 ,34.0
PC,0,T,Y_GE18,FI,2014 ,41.9
PC,0,T,Y_GE18,FR,2014 ,34.0
PC,0,T,Y_GE18,HR,2014 ,27.5
PC,0,T,Y_GE18,HU,2014 ,32.9
PC,0,T,Y_GE18,IE,2014 ,32.9
PC,0,T,Y_GE18,IS,2014 ,34.7
PC,0,T,Y_GE18,IT,2014 ,22.4
PC,0,T,Y_GE18,LT,2014 ,41.4
PC,0,T,Y_GE18,LU,2014 ,35.8
PC,0,T,Y_GE18,LV,2014 ,48.6
PC,0,T,Y_GE18,MT,2014 ,35.0
PC,0,T,Y_GE18,NL,2014 ,45.4
PC,0,T,Y_GE18,NO,2014 ,30.2
PC,0,T,Y_GE18,PL,2014 ,33.1
PC,0,T,Y_GE18,PT,2014 ,20.0
PC,0,T,Y_GE18,RO,2014 ,65.2
PC,0,T,Y_GE18,RS,2014 ,
PC,0,T,Y_GE18,SE,2014 ,36.5
PC,0,T,Y_GE18,SI,2014 ,26.6
PC,0,T,Y_GE18,SK,2014 ,46.8
PC,0,T,Y_GE18,TR,2014 ,33.3
PC,0,T,Y_GE18,UK,2014 ,21.1
PC,0,T,Y_GE65,AT,2014 ,22.3
PC,0,T,Y_GE65,BE,2014 ,10.6
PC,0,T,Y_GE65,BG,2014 ,59.0
PC,0,T,Y_GE65,CY,2014 ,21.3
PC,0,T,Y_GE65,CZ,2014 ,48.7
PC,0,T,Y_GE65,DE,2014 ,26.8
PC,0,T,Y_GE65,DK,2014 ,34.4
PC,0,T,Y_GE65,EE,2014 ,31.8
PC,0,T,Y_GE65,EL,2014 ,13.1
PC,0,T,Y_GE65,ES,2014 ,12.4
PC,0,T,Y_GE65,EU27_2020,2014 ,24.3
PC,0,T,Y_GE65,EU28,2014 ,23.2
PC,0,T,Y_GE65,FI,2014 ,35.3
PC,0,T,Y_GE65,FR,2014 ,14.3
PC,0,T,Y_GE65,HR,2014 ,25.6
PC,0,T,Y_GE65,HU,2014 ,21.0
PC,0,T,Y_GE65,IE,2014 ,28.9
PC,0,T,Y_GE65,IS,2014 ,34.9
PC,0,T,Y_GE65,IT,2014 ,13.7
PC,0,T,Y_GE65,LT,2014 ,45.6
PC,0,T,Y_GE65,LU,2014 ,22.3
PC,0,T,Y_GE65,LV,2014 ,48.9
PC,0,T,Y_GE65,MT,2014 ,25.5
PC,0,T,Y_GE65,NL,2014 ,25.8
PC,0,T,Y_GE65,NO,2014 ,18.2
PC,0,T,Y_GE65,PL,2014 ,31.9
PC,0,T,Y_GE65,PT,2014 ,13.4
PC,0,T,Y_GE65,RO,2014 ,66.4
PC,0,T,Y_GE65,RS,2014 ,
PC,0,T,Y_GE65,SE,2014 ,29.8
PC,0,T,Y_GE65,SI,2014 ,12.3
PC,0,T,Y_GE65,SK,2014 ,45.8
PC,0,T,Y_GE65,TR,2014 ,34.1
PC,0,T,Y_GE65,UK,2014 ,14.9
PC,0,T,Y_GE75,AT,2014 ,19.8
PC,0,T,Y_GE75,BE,2014 ,12.5
PC,0,T,Y_GE75,BG,2014 ,59.9
PC,0,T,Y_GE75,CY,2014 ,23.3
PC,0,T,Y_GE75,CZ,2014 ,49.9
PC,0,T,Y_GE75,DE,2014 ,23.0
PC,0,T,Y_GE75,DK,2014 ,40.7
PC,0,T,Y_GE75,EE,2014 ,34.9
PC,0,T,Y_GE75,EL,2014 ,11.9
PC,0,T,Y_GE75,ES,2014 ,11.9
PC,0,T,Y_GE75,EU27_2020,2014 ,23.0
PC,0,T,Y_GE75,EU28,2014 ,22.2
PC,0,T,Y_GE75,FI,2014 ,36.0
PC,0,T,Y_GE75,FR,2014 ,12.2
PC,0,T,Y_GE75,HR,2014 ,28.8
PC,0,T,Y_GE75,HU,2014 ,22.3
PC,0,T,Y_GE75,IE,2014 ,28.4
PC,0,T,Y_GE75,IS,2014 ,33.8
PC,0,T,Y_GE75,IT,2014 ,14.0
PC,0,T,Y_GE75,LT,2014 ,49.1
PC,0,T,Y_GE75,LU,2014 ,25.8
PC,0,T,Y_GE75,LV,2014 ,51.0
PC,0,T,Y_GE75,MT,2014 ,24.8
PC,0,T,Y_GE75,NL,2014 ,19.6
PC,0,T,Y_GE75,NO,2014 ,17.7
PC,0,T,Y_GE75,PL,2014 ,33.9
PC,0,T,Y_GE75,PT,2014 ,13.4
PC,0,T,Y_GE75,RO,2014 ,69.1
PC,0,T,Y_GE75,RS,2014 ,
PC,0,T,Y_GE75,SE,2014 ,28.5
PC,0,T,Y_GE75,SI,2014 ,11.9
PC,0,T,Y_GE75,SK,2014 ,49.0
PC,0,T,Y_GE75,TR,2014 ,36.7
PC,0,T,Y_GE75,UK,2014 ,15.7
PC,1-4,F,TOTAL,AT,2014 ,68.6
PC,1-4,F,TOTAL,BE,2014 ,75.0
PC,1-4,F,TOTAL,BG,2014 ,28.1
PC,1-4,F,TOTAL,CY,2014 ,56.4
PC,1-4,F,TOTAL,CZ,2014 ,41.7
PC,1-4,F,TOTAL,DE,2014 ,51.9
PC,1-4,F,TOTAL,DK,2014 ,40.3
PC,1-4,F,TOTAL,EE,2014 ,47.1
PC,1-4,F,TOTAL,EL,2014 ,71.1
PC,1-4,F,TOTAL,ES,2014 ,65.3
PC,1-4,F,TOTAL,EU27_2020,2014 ,57.2
PC,1-4,F,TOTAL,EU28,2014 ,56.4
PC,1-4,F,TOTAL,FI,2014 ,48.8
PC,1-4,F,TOTAL,FR,2014 ,56.5
PC,1-4,F,TOTAL,HR,2014 ,63.4
PC,1-4,F,TOTAL,HU,2014 ,55.1
PC,1-4,F,TOTAL,IE,2014 ,38.6
PC,1-4,F,TOTAL,IS,2014 ,56.0
PC,1-4,F,TOTAL,IT,2014 ,67.1
PC,1-4,F,TOTAL,LT,2014 ,39.7
PC,1-4,F,TOTAL,LU,2014 ,56.4
PC,1-4,F,TOTAL,LV,2014 ,36.6
PC,1-4,F,TOTAL,MT,2014 ,49.5
PC,1-4,F,TOTAL,NL,2014 ,35.1
PC,1-4,F,TOTAL,NO,2014 ,67.2
PC,1-4,F,TOTAL,PL,2014 ,54.7
PC,1-4,F,TOTAL,PT,2014 ,64.0
PC,1-4,F,TOTAL,RO,2014 ,25.7
PC,1-4,F,TOTAL,RS,2014 ,
PC,1-4,F,TOTAL,SE,2014 ,61.8
PC,1-4,F,TOTAL,SI,2014 ,75.0
PC,1-4,F,TOTAL,SK,2014 ,41.8
PC,1-4,F,TOTAL,TR,2014 ,65.5
PC,1-4,F,TOTAL,UK,2014 ,47.3
PC,1-4,F,Y15-19,AT,2014 ,64.8
PC,1-4,F,Y15-19,BE,2014 ,67.5
PC,1-4,F,Y15-19,BG,2014 ,44.1
PC,1-4,F,Y15-19,CY,2014 ,53.6
PC,1-4,F,Y15-19,CZ,2014 ,45.3
PC,1-4,F,Y15-19,DE,2014 ,41.1
PC,1-4,F,Y15-19,DK,2014 ,37.6
PC,1-4,F,Y15-19,EE,2014 ,24.3
PC,1-4,F,Y15-19,EL,2014 ,59.6
PC,1-4,F,Y15-19,ES,2014 ,54.7
PC,1-4,F,Y15-19,EU28,2014 ,46.8
PC,1-4,F,Y15-19,FI,2014 ,34.2
PC,1-4,F,Y15-19,FR,2014 ,46.2
PC,1-4,F,Y15-19,HR,2014 ,65.9
PC,1-4,F,Y15-19,HU,2014 ,47.2
PC,1-4,F,Y15-19,IE,2014 ,24.1
PC,1-4,F,Y15-19,IS,2014 ,44.5
PC,1-4,F,Y15-19,IT,2014 ,52.9
PC,1-4,F,Y15-19,LT,2014 ,47.6
PC,1-4,F,Y15-19,LU,2014 ,40.2
PC,1-4,F,Y15-19,LV,2014 ,43.4
PC,1-4,F,Y15-19,MT,2014 ,34.3
PC,1-4,F,Y15-19,NL,2014 ,25.2
PC,1-4,F,Y15-19,NO,2014 ,50.5
PC,1-4,F,Y15-19,PL,2014 ,54.8
PC,1-4,F,Y15-19,PT,2014 ,52.2
PC,1-4,F,Y15-19,RO,2014 ,32.6
PC,1-4,F,Y15-19,SE,2014 ,53.3
PC,1-4,F,Y15-19,SI,2014 ,60.1
PC,1-4,F,Y15-19,SK,2014 ,47.5
PC,1-4,F,Y15-19,TR,2014 ,60.8
PC,1-4,F,Y15-19,UK,2014 ,36.6
PC,1-4,F,Y15-24,AT,2014 ,63.7
PC,1-4,F,Y15-24,BE,2014 ,70.5
PC,1-4,F,Y15-24,BG,2014 ,38.6
PC,1-4,F,Y15-24,CY,2014 ,52.3
PC,1-4,F,Y15-24,CZ,2014 ,46.3
PC,1-4,F,Y15-24,DE,2014 ,37.7
PC,1-4,F,Y15-24,DK,2014 ,36.4
PC,1-4,F,Y15-24,EE,2014 ,27.1
PC,1-4,F,Y15-24,EL,2014 ,58.8
PC,1-4,F,Y15-24,ES,2014 ,52.7
PC,1-4,F,Y15-24,EU27_2020,2014 ,45.5
PC,1-4,F,Y15-24,EU28,2014 ,45.2
PC,1-4,F,Y15-24,FI,2014 ,35.1
PC,1-4,F,Y15-24,FR,2014 ,43.7
PC,1-4,F,Y15-24,HR,2014 ,65.1
PC,1-4,F,Y15-24,HU,2014 ,46.7
PC,1-4,F,Y15-24,IE,2014 ,24.8
PC,1-4,F,Y15-24,IS,2014 ,46.0
PC,1-4,F,Y15-24,IT,2014 ,54.5
PC,1-4,F,Y15-24,LT,2014 ,46.3
PC,1-4,F,Y15-24,LU,2014 ,44.6
PC,1-4,F,Y15-24,LV,2014 ,41.1
PC,1-4,F,Y15-24,MT,2014 ,36.5
PC,1-4,F,Y15-24,NL,2014 ,22.5
PC,1-4,F,Y15-24,NO,2014 ,52.1
PC,1-4,F,Y15-24,PL,2014 ,54.4
PC,1-4,F,Y15-24,PT,2014 ,52.1
PC,1-4,F,Y15-24,RO,2014 ,29.9
PC,1-4,F,Y15-24,RS,2014 ,
PC,1-4,F,Y15-24,SE,2014 ,52.2
PC,1-4,F,Y15-24,SI,2014 ,56.4
PC,1-4,F,Y15-24,SK,2014 ,47.1
PC,1-4,F,Y15-24,TR,2014 ,60.7
PC,1-4,F,Y15-24,UK,2014 ,37.5
PC,1-4,F,Y15-29,AT,2014 ,66.2
PC,1-4,F,Y15-29,BE,2014 ,70.6
PC,1-4,F,Y15-29,BG,2014 ,33.9
PC,1-4,F,Y15-29,CY,2014 ,51.6
PC,1-4,F,Y15-29,CZ,2014 ,45.0
PC,1-4,F,Y15-29,DE,2014 ,37.1
PC,1-4,F,Y15-29,DK,2014 ,35.5
PC,1-4,F,Y15-29,EE,2014 ,33.9
PC,1-4,F,Y15-29,EL,2014 ,61.4
PC,1-4,F,Y15-29,ES,2014 ,52.6
PC,1-4,F,Y15-29,EU27_2020,2014 ,45.4
PC,1-4,F,Y15-29,EU28,2014 ,45.5
PC,1-4,F,Y15-29,FI,2014 ,35.3
PC,1-4,F,Y15-29,FR,2014 ,42.1
PC,1-4,F,Y15-29,HR,2014 ,65.4
PC,1-4,F,Y15-29,HU,2014 ,45.8
PC,1-4,F,Y15-29,IE,2014 ,24.6
PC,1-4,F,Y15-29,IS,2014 ,45.3
PC,1-4,F,Y15-29,IT,2014 ,54.9
